Point measurements

Generated: Monday 30 October 2023 11:11:21

Filename,Frame,Time (mins),Period,Period time (mins),Image row,Image col,Width,Height,OpCode,TapeReader,Depth,Comment,,,,,,,,,Family,Genus,Species,Code,Number,Stage,Activity,Depth,Sub_Slope,Notes
NS12_T2_ROV_20230812.depth.mp4,   9737,,,,486.59,961.78,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,4,AD,Scavenging,148.9,B_30,
NS12_T2_ROV_20230812.depth.mp4,   9887,,,,401.14,1766.83,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Scavenging,152.3,B_30,
NS12_T2_ROV_20230812.depth.mp4,   9923,,,,357.23,1853.51,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Scavenging,152.7,B_30,
NS12_T2_ROV_20230812.depth.mp4,  10581,,,,869.93,1462.86,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,160.6,B_30,lingcod?
NS12_T2_ROV_20230812.depth.mp4,  11311,,,,890.11,1066.27,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,151.2,M_30,
NS12_T2_ROV_20230812.depth.mp4,  12073,,,,945.89,610.32,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,143.3,M_30,Flatfish
NS12_T2_ROV_20230812.depth.mp4,  12984,,,,886.55,1644.53,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,128.2,B_60,
NS12_T2_ROV_20230812.depth.mp4,  12989,,,,885.36,1744.27,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,,Passing,128.2,B_60,
NS12_T2_ROV_20230812.depth.mp4,  13247,,,,665.80,668.50,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,2,,Passing,121.3,B_60,
NS12_T2_ROV_20230812.depth.mp4,  13713,,,,519.82,1490.17,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,30,J,Passing,105.0,B_60,SB
NS12_T2_ROV_20230812.depth.mp4,  13861,,,,268.22,764.68,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,30,,Passing,102.4,B_60,SB_C
NS12_T2_ROV_20230812.depth.mp4,  13952,,,,359.60,878.66,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,200,,Passing,100.4,B_60,SB_C
NS12_T2_ROV_20230812.depth.mp4,  14065,,,,742.95,1211.13,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,1,,Passing,96.5,B_60,
NS12_T2_ROV_20230812.depth.mp4,  14420,,,,919.78,419.15,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,1,AD,Passing,91.8,B_60,
NS12_T2_ROV_20230812.depth.mp4,  14802,,,,734.64,1687.27,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,maliger,166726,1,AD,Passing,92.0,B_60,
NS12_T2_ROV_20230812.depth.mp4,  14896,,,,670.55,1315.62,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,100,,Passing,91.4,B_60,
NS12_T2_ROV_20230812.depth.mp4,  15183,,,,639.69,1650.46,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,2,AD,Passing,89.3,B_60,
NS12_T2_ROV_20230812.depth.mp4,  15183,,,,605.27,1814.32,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,15,,Passing,89.3,B_60,
NS12_T2_ROV_20230812.depth.mp4,  15731,,,,668.18,1575.66,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,20,,Passing,86.5,B_60,
NS12_T2_ROV_20230812.depth.mp4,  16170,,,,634.95,898.85,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,87.3,M_0,
NS12_T2_ROV_20230812.depth.mp4,  16179,,,,568.48,279.04,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,1,AD,Passing,87.3,M_0,
NS12_T2_ROV_20230812.depth.mp4,  16465,,,,932.84,1880.82,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,1,AD,Passing,87.4,M_30,
NS12_T2_ROV_20230812.depth.mp4,  16569,,,,643.25,1035.40,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,1,AD,Passing,87.7,M_0,
NS12_T2_ROV_20230812.depth.mp4,  16965,,,,848.57,1129.20,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,,,,End
NS13_T2_ROV_20230812.depth.mp4,   3866,,,,541.81,948.26,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,,,,Start
NS13_T2_ROV_20230812.depth.mp4,   3882,,,,540.00,959.10,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,193.0,M_0,
NS13_T2_ROV_20230812.depth.mp4,   4534,,,,767.56,222.16,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,183.1,M_0,
NS13_T2_ROV_20230812.depth.mp4,   5991,,,,866.89,1085.53,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,145.4,M_0,
NS13_T2_ROV_20230812.depth.mp4,   6039,,,,621.27,1130.69,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,6,AD,Passing,145.1,M_30,
NS13_T2_ROV_20230812.depth.mp4,   7612,,,,668.23,773.06,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,,Passing,107.1,M_30,
NS13_T2_ROV_20230812.depth.mp4,   8345,,,,677.26,442.52,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,,Passing,94.9,M_0,
NS13_T2_ROV_20230812.depth.mp4,   9815,,,,605.02,856.14,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,100,,Scavenging,83.4,M_0,
NS13_T2_ROV_20230812.depth.mp4,  12189,,,,886.76,1741.19,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,J,Passing,76.3,M_0,
NS13_T2_ROV_20230812.depth.mp4,  12703,,,,769.36,1379.94,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,75.0,C_30,
NS13_T2_ROV_20230812.depth.mp4,  12878,,,,307.02,567.15,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,20,,Passing,74.7,C_30,SB
NS13_T2_ROV_20230812.depth.mp4,  12937,,,,139.06,1676.16,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Ophiodon,elongatus,167116,1,AD,Passing,74.5,C_30,
NS13_T2_ROV_20230812.depth.mp4,  13051,,,,270.90,516.58,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,15,J,Passing,74.3,C_30,puget?
NS13_T2_ROV_20230812.depth.mp4,  13091,,,,140.87,558.12,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Ophiodon,elongatus,167116,1,AD,Passing,74.0,C_30,
NS13_T2_ROV_20230812.depth.mp4,  13368,,,,549.03,1295.05,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Hexagrammos,decagrammus,167110,1,F,Passing,71.2,C_30,
NS13_T2_ROV_20230812.depth.mp4,  14057,,,,884.95,532.83,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,emphaeus,166718,6,J,Passing,63.8,C_30,
NS13_T2_ROV_20230812.depth.mp4,  14205,,,,818.13,222.16,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,pinniger,166734,1,AD,Passing,62.8,C_30,
NS13_T2_ROV_20230812.depth.mp4,  14947,,,,227.56,1179.45,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,200,,Scavenging,62.5,C_30,SP
NS13_T2_ROV_20230812.depth.mp4,  15359,,,,204.08,1685.19,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,200,,Scavenging,61.3,C_30,SP_C
NS13_T2_ROV_20230812.depth.mp4,  15689,,,,97.53,699.00,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,400,,Scavenging,63.7,C_30,SP_C
NS13_T2_ROV_20230812.depth.mp4,  15944,,,,229.36,1206.55,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,400,,Scavenging,63.9,C_30,SP
NS13_T2_ROV_20230812.depth.mp4,  16345,,,,119.20,1098.17,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,60,,Scavenging,59.7,C_30,SP_C
NS13_T2_ROV_20230812.depth.mp4,  16694,,,,677.26,1426.90,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,elongatus,166717,1,AD,Passing,56.7,C_30,
NS13_T2_ROV_20230812.depth.mp4,  17159,,,,484.01,1195.71,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Hexagrammos,decagrammus,167110,1,,Passing,51.0,C_30,
NS13_T2_ROV_20230812.depth.mp4,  17347,,,,892.17,1152.36,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Hexagrammos,decagrammus,167110,1,M,Passing,48.9,C_30,
NS13_T2_ROV_20230812.depth.mp4,  17672,,,,606.82,1231.83,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,30,J,Passing,47.2,C_30,
NS13_T2_ROV_20230812.depth.mp4,  17681,,,,390.10,205.91,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,47.4,C_30,
NS13_T2_ROV_20230812.depth.mp4,  17782,,,,698.93,986.19,0,0,ROV,Hutton,NA,NA,,,,,,,,,Hexagrammidae,Hexagrammos,decagrammus,167110,1,M,Passing,47.3,C_30,
NS13_T2_ROV_20230812.depth.mp4,  17979,,,,724.21,1027.73,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,,,,End
NS14_T2_ROV_20230812.depth.mp4,   1847,   1.0099,,,850.21,807.30,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,,,,Start
NS14_T2_ROV_20230812.depth.mp4,   2114,   1.1559,,,879.15,1004.66,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,111.5,M_0,
NS14_T2_ROV_20230812.depth.mp4,   3399,   1.8586,,,514.89,712.88,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,,Passing,113.2,M_0,
NS14_T2_ROV_20230812.depth.mp4,   4965,   2.7148,,,588.94,1375.56,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,1,AD,Passing,110.9,M_0,Scuplin or shrimp?
NS14_T2_ROV_20230812.depth.mp4,   5806,   3.1747,,,531.91,959.57,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,Attracted,105.3,C_30,
NS14_T2_ROV_20230812.depth.mp4,   5868,   3.2086,,,539.57,959.57,0,0,ROV,Hutton,NA,NA,,,,,,,,,,,,,,,,,,ROV pulled
NS14_T2_ROV_20230812.depth.mp4,   8148,   4.4553,,,434.89,1168.84,0,0,ROV,Hutton,NA,NA,,,,,,,,,Scorpaenidae,Sebastes,,,1,AD,Passing,89.3,C_30,
